pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,pH
8.065,2.02,0.0695,58.65,6.25,18.25,22.5,8.065
7.63,1.8,0.072,56.6,7.1,18.2,24.0,7.63
7.75,1.94,0.08,56.4,8.5,18.0,26.0,7.75
7.24,2.08,0.068,57.6,7.9,17.9,27.0,7.24
7.47,2.11,0.072,57.2,8.2,18.2,24.0,7.47
7.88,2.14,0.084,68.8,7.6,18.2,21.0,7.88
7.44,1.99,0.089,54.2,7.2,18.3,26.0,7.44
7.66,2.065,0.0865,61.5,7.4,18.25,23.5,7.66
7.26,2.24,0.095,58.8,7.8,18.9,29.0,7.26
6.8,2.16,0.084,55.2,6.8,18.7,30.0,6.8
7.05,2.08,0.089,55.8,6.9,18.8,27.0,7.05
7.11,2.04,0.067,56.4,7.1,18.7,30.0,7.11
7.18,2.08,0.114,54.0,6.8,19.4,32.0,7.18
7.51,2.06,0.117,54.8,6.9,19.4,30.0,7.51
7.345,2.0700000000000003,0.1155,54.4,6.85,19.4,31.0,7.345
6.41,2.0650000000000004,0.054,56.2,5.7,19.3,33.0,6.41
8.5,1.93,0.109,58.4,6.9,19.3,34.0,8.5
8.9,1.9975,0.098,58.4,7.8,18.5,35.0,8.9
7.44,1.96375,0.073,56.4,7.2,19.3,34.0,7.44
7.68,2.07,0.075,57.5,7.6,18.3,29.0,7.68
7.34,2.27,0.068,57.2,7.3,18.7,27.0,7.34
7.51,2.17,0.07150000000000001,57.35,7.449999999999999,18.5,28.0,7.51
6.26,2.2199999999999998,0.064,54.4,6.4,18.9,28.0,6.26
7.41,2.195,0.074,58.4,6.7,18.4,32.0,7.41
6.78,2.08,0.065,55.6,5.9,17.6,27.0,6.78
6.96,2.26,0.067,50.7,6.6,17.4,26.0,6.96
7.67,2.28,0.072,54.2,6.4,17.5,25.0,7.67
7.73,2.2699999999999996,0.06,56.2,7.1,17.4,29.0,7.73
7.7,2.2749999999999995,0.066,55.2,6.75,17.45,27.0,7.7
7.56,2.17,0.065,55.3,7.4,18.4,24.0,7.56
6.86,2.0,0.066,53.4,7.9,18.8,24.0,6.86
7.46,2.085,0.065,56.2,7.2,18.6,24.0,7.46
7.3,2.0,0.059,54.8,7.4,18.5,27.0,7.3
7.54,1.8,0.076,55.2,7.2,17.4,29.0,7.54
7.71,1.86,0.067,52.6,6.4,16.5,26.0,7.71
7.625,1.83,0.07150000000000001,53.900000000000006,6.800000000000001,16.95,27.5,7.625
7.19,1.94,0.134,51.6,5.9,16.6,34.0,7.19
7.62,1.89,0.09,60.2,7.4,15.6,33.0,7.62
6.63,1.915,0.117,55.7,6.799999999999999,15.25,42.0,6.63
6.88,2.64,0.14,60.8,6.2,14.9,42.0,6.88
8.2,2.11,0.08,61.4,7.3,16.0,42.0,8.2
8.28,2.03,0.082,61.8,7.2,15.7,42.0,8.28
8.239999999999998,1.81,0.081,61.599999999999994,7.25,15.85,42.0,8.239999999999998
6.82,1.92,0.088,54.4,6.9,15.7,54.0,6.82
7.13,1.865,0.074,57.8,7.1,15.0,55.0,7.13
6.61,2.06,0.085,59.6,7.3,15.2,40.0,6.61
7.09,2.08,0.072,60.4,7.7,14.8,39.0,7.09
7.03,2.0700000000000003,0.078,62.8,7.2,14.9,41.0,7.03
6.9,2.13,0.071,59.2,5.7,14.6,40.0,6.9
6.965,2.1,0.0745,61.0,6.45,14.75,40.5,6.965
7.44,2.2,0.071,57.9,6.6,16.3,33.0,7.44
7.42,2.19,0.075,59.7,7.3,16.0,31.0,7.42
7.43,2.1950000000000003,0.073,58.8,6.949999999999999,16.15,32.0,7.43
7.84,2.12,0.072,62.6,6.4,15.2,43.0,7.84
7.81,2.11,0.074,62.0,6.7,15.3,46.0,7.81
7.33,2.115,0.086,62.2,6.9,14.7,47.0,7.33
7.57,2.1125,0.07999999999999999,62.1,6.800000000000001,15.0,46.5,7.57
7.45,2.1,0.081,61.8,7.1,14.8,51.0,7.45
7.66,2.15,0.072,61.9,6.4,15.0,52.0,7.66
7.96,2.17,0.078,63.2,7.2,15.3,36.0,7.96
7.22,2.17,0.074,54.4,6.7,15.4,38.0,7.22
6.6,2.17,0.073,62.6,7.1,14.1,44.0,6.6
7.29,1.92,0.085,61.8,6.8,14.0,44.0,7.29
6.945,1.97,0.079,62.2,6.949999999999999,14.05,44.0,6.945
6.94,2.0,0.103,55.2,6.7,13.7,47.0,6.94
6.67,1.9849999999999999,0.114,57.2,6.5,14.3,46.0,6.67
6.39,2.06,0.114,55.6,7.1,14.6,42.0,6.39
6.79,2.09,0.093,57.9,7.0,14.9,43.0,6.79
5.47,2.075,0.221,46.9,6.0,14.4,51.0,5.47
7.25,2.0825,0.096,52.4,6.4,14.4,49.0,7.25
6.359999999999999,2.0787500000000003,0.1585,49.65,6.2,14.4,50.0,6.359999999999999
7.3,2.19,0.08,59.2,6.9,12.4,40.0,7.3
6.73,2.1343750000000004,0.095,53.0,7.1,12.3,41.0,6.73
5.25,2.1621875,0.084,54.2,6.7,12.2,47.0,5.25
7.67,2.14828125,0.086,56.6,7.1,12.2,43.0,7.67
7.84,2.37,0.086,60.8,7.2,12.0,39.0,7.84
7.49,2.259140625,0.087,56.9,7.0,12.0,38.0,7.49
7.665,2.3145703125,0.0865,58.849999999999994,7.1,12.0,38.5,7.665
7.35,2.28685546875,0.092,58.4,7.1,11.9,41.0,7.35
7.47,2.21,0.096,57.4,6.0,11.9,36.0,7.47
7.36,2.248427734375,0.098,59.4,6.3,10.6,34.0,7.36
6.85,2.22,0.114,62.6,6.1,10.5,36.0,6.85
7.17,2.19,0.084,64.7,7.4,10.3,36.0,7.17
6.46,2.18,0.088,58.0,7.6,10.4,35.0,6.46
6.8149999999999995,2.01,0.086,61.35,7.5,10.350000000000001,35.5,6.8149999999999995
7.48,2.0949999999999998,0.094,64.8,7.1,10.4,36.0,7.48
8.44,2.0524999999999998,0.096,62.6,7.4,9.9,37.0,8.44
6.93,2.0737499999999995,0.083,63.1,7.8,9.9,36.0,6.93
6.82,2.13,0.093,62.6,7.4,9.5,37.0,6.82
7.58,2.1018749999999997,0.082,64.8,6.9,9.5,37.0,7.58
7.88,2.12,0.086,62.8,7.2,9.4,30.0,7.88
7.73,2.1109375,0.08399999999999999,63.8,7.050000000000001,9.45,33.5,7.73
7.21,2.26,0.083,62.9,8.6,8.4,34.0,7.21
6.76,2.21,0.13,62.0,8.4,8.4,32.0,6.76
7.94,2.14,0.091,62.8,7.9,8.4,35.0,7.94
8.13,2.18,0.088,58.4,6.9,8.3,30.0,8.13
8.035,2.16,0.084,63.2,6.7,7.0,33.0,8.035
7.43,2.17,0.084,62.0,6.5,7.6,34.0,7.43
7.7325,2.165,0.084,62.6,6.6,7.3,33.5,7.7325
7.48,2.1675,0.085,63.0,7.1,8.4,37.0,7.48
7.89,2.22,0.091,61.8,7.1,7.6,31.0,7.89
8.01,2.19375,0.094,62.8,7.0,7.1,33.0,8.01
8.1,2.15,0.097,62.0,6.7,7.0,36.0,8.1
8.03,2.08,0.088,63.5,7.1,6.9,44.0,8.03
8.19,2.11,0.092,63.6,6.8,8.0,39.0,8.19
8.11,2.03,0.09,63.55,6.949999999999999,7.45,41.5,8.11
7.69,2.07,0.083,64.8,6.7,7.2,38.0,7.69
7.21,1.96,0.093,64.8,6.5,6.2,38.0,7.21
7.05,2.15,0.088,64.1,7.8,5.8,36.0,7.05
7.61,2.0549999999999997,0.072,61.6,7.3,5.5,34.0,7.61
7.23,2.1025,0.078,62.4,7.0,5.4,32.0,7.23
7.19,2.07875,0.117,60.4,6.7,5.1,37.0,7.19
7.210000000000001,2.090625,0.0975,61.4,6.85,5.25,34.5,7.210000000000001
8.38,2.0846875000000002,0.088,59.8,8.6,5.0,39.0,8.38
8.38,2.57,0.091,64.6,7.9,5.5,38.0,8.38
7.68,2.32734375,0.089,61.3,6.9,5.6,41.0,7.68
7.33,2.16,0.108,62.2,7.1,5.3,43.0,7.33
7.505,2.243671875,0.0985,61.75,7.0,5.449999999999999,42.0,7.505
6.22,1.94,0.354,51.4,6.5,3.9,34.0,6.22
6.8625,2.0918359375,0.22625,56.575,6.75,4.675,38.0,6.8625
7.78,2.39,0.09,62.8,7.1,3.9,42.0,7.78
6.73,2.57,0.385,61.2,6.7,2.8,33.0,6.73
6.77,2.4,0.108,63.2,6.9,2.8,35.0,6.77
6.94,2.38,0.104,74.4,6.4,2.7,36.0,6.94
7.16,2.42,0.116,66.0,8.1,3.6,51.0,7.16
6.84,2.26,0.166,63.2,7.8,3.1,56.0,6.84
7.0,2.34,0.14100000000000001,64.6,7.949999999999999,3.35,53.5,7.0
4.42,2.03,0.094,54.2,6.0,2.8,43.0,4.42
6.57,2.1,0.18,59.2,6.2,2.8,52.0,6.57
4.99,2.27,0.087,57.2,2.2,2.9,59.0,4.99
5.56,1.95,0.197,51.9,2.0,3.0,58.0,5.56
7.59,2.11,0.141,66.2,5.6,3.1,47.0,7.59
7.29,2.03,0.261,65.2,5.4,3.2,42.0,7.29
7.4399999999999995,2.07,0.201,65.7,5.5,3.1500000000000004,44.5,7.4399999999999995
7.25,2.05,0.205,58.7,6.3,2.9750000000000028,56.0,7.25
7.12,2.0599999999999996,0.174,63.7,6.8,2.8,53.0,7.12
7.1850000000000005,2.0549999999999997,0.1895,61.2,6.55,1.4,54.5,7.1850000000000005
7.36,2.0574999999999997,0.119,64.0,5.4,2.7,38.0,7.36
7.71,2.0562499999999995,0.094,63.9,6.8,2.7,37.0,7.71
6.97,2.056875,0.167,63.95,6.1,2.7,37.5,6.97
7.34,2.0565624999999996,0.1305,63.925,6.449999999999999,2.7,37.25,7.34
7.3,2.05671875,0.119,63.2,7.9,2.6,50.0,7.3
7.62,2.056640625,0.105,59.6,7.7,2.7,48.0,7.62
7.26,2.0566796875,0.101,64.8,6.9,2.7,44.0,7.26
7.37,2.05666015625,0.104,61.6,7.4,2.6,46.0,7.37
7.33,2.0566699218749998,0.105,64.3,6.8,2.7,43.0,7.33
7.23,2.0566650390624996,0.104,62.5,7.3,2.6,44.0,7.23
7.28,2.0566674804687497,0.1045,63.4,7.05,2.6500000000000004,43.5,7.28
6.8,2.056666259765625,0.108,59.8,7.1,2.7,46.0,6.8
7.33,2.056666870117187,0.104,62.6,7.3,2.6,45.0,7.33
7.11,2.056666564941406,0.10799999999999997,62.9,7.4,2.4,46.0,7.11
6.91,2.0566667175292963,0.112,61.2,6.8,2.5,44.0,6.91
6.87,2.056666641235351,0.227,62.6,6.0,2.4,40.0,6.87
6.890000000000001,2.0566666793823236,0.1695,61.900000000000006,6.4,2.45,42.0,6.890000000000001
6.9,2.0566666603088373,0.202,63.4,6.4,2.5,41.0,6.9
6.84,2.0566666698455807,0.238,63.2,7.1,2.5,46.0,6.84
7.08,2.056666665077209,0.225,63.0,6.8,2.5,43.0,7.08
6.19,1.736666666666788,0.246,61.8,6.4,2.5,42.0,6.19
6.31,1.736666666666424,0.231,58.8,6.9,2.4,43.0,6.31
5.92,1.7366666666671517,0.248,62.4,6.3,2.4,54.0,5.92
6.43,1.7366666666656965,0.205,68.0,6.6,2.5,55.0,6.43
5.915,1.736666666668607,0.2525,67.6,6.35,2.5,48.5,5.915
5.4,1.7366666666627861,0.3,67.2,6.1,2.5,42.0,5.4
6.18,1.7366666666744277,0.276,62.8,8.8,2.5,37.0,6.18
6.22,1.7366666666511446,0.298,66.1,8.5,3.1,43.0,6.22
6.13,1.7366666666977109,0.299,65.6,7.4,2.6,47.0,6.13
6.28,1.7366666666045785,0.247,67.1,7.5,2.6,43.0,6.28
6.15,1.736666666790843,0.326,66.7,8.4,2.7,41.0,6.15
6.095000000000001,1.736666666418314,0.44799999999999995,67.15,7.4,2.7,45.0,6.095000000000001
6.04,1.7366666671633721,0.57,67.6,6.4,2.7,49.0,6.04
6.12,1.736666665673256,0.42,69.0,6.7,2.7,30.0,6.12
6.05,1.7366666686534882,0.279,70.6,11.5,2.7,49.0,6.05
6.22,1.7366666626930236,0.433,69.7,8.8,2.7,34.0,6.22
6.17,1.7366666746139527,0.452,64.2,8.1,2.8,42.0,6.17
6.09,1.7366666507720947,0.471,59.8,7.8,2.7,38.0,6.09
6.095,1.7366666984558106,0.4155,66.1,9.0,2.85,43.0,6.095
6.1,1.7366666030883788,0.36,72.4,10.2,3.0,48.0,6.1
6.26,1.7366667938232423,0.358,73.8,9.8,3.0,43.0,6.26
6.2,1.7366664123535156,0.3,66.4,8.7,3.0,39.0,6.2
6.14,1.7366671752929688,0.197,69.4,7.7,2.9,46.0,6.14
6.07,1.7366656494140624,0.264,70.6,7.5,3.0,44.0,6.07
5.61,1.736668701171875,0.224,70.0,8.4,2.8,48.0,5.61
5.735,1.73666259765625,0.2235,67.2,8.5,2.75,45.0,5.735
5.86,1.7366748046875,0.223,64.4,8.6,2.7,42.0,5.86
6.01,1.736650390625,0.251,61.0,7.8,2.9,43.0,6.01
5.68,1.73669921875,0.199,70.6,7.7,2.7,44.0,5.68
5.82,1.7366015625,0.24,67.8,7.4,2.8,45.0,5.82
6.03,1.736796875,0.263,69.5,10.4,2.9,44.0,6.03
6.12,1.73640625,0.162,70.3,10.1,2.9,44.0,6.12
6.115,1.7371875,0.159,70.65,10.0,2.8,44.0,6.115
6.11,1.735625,0.156,71.0,9.9,2.7,44.0,6.11
6.04,1.73875,0.293,72.7,7.6,2.7,38.0,6.04
5.81,1.7325,0.179,71.1,8.2,3.1,43.0,5.81
5.98,1.745,0.186,71.5,7.2,3.5,46.0,5.98
6.04,1.72,0.214,69.0,7.4,3.4,42.0,6.04
5.95,1.77,0.227,67.5,7.4,3.45,40.0,5.95
6.140000000000001,1.71,0.16,59.65,7.5,3.425,42.0,6.140000000000001
6.33,1.65,0.093,51.8,7.6,3.1,44.0,6.33
6.25,1.65,0.139,75.2,8.2,2.8,46.0,6.25
6.14,1.765,0.141,70.4,7.9,2.8,43.0,6.14
6.02,1.88,0.192,73.6,7.7,2.8,43.0,6.02
5.84,1.88,0.196,72.8,7.0,2.8,44.0,5.84
6.23,1.88,0.214,79.2,7.3,2.9,44.0,6.23
5.970000000000001,1.88,0.257,73.7,7.199999999999999,2.8499999999999996,44.5,5.970000000000001
5.71,1.88,0.3,68.2,7.1,2.8,45.0,5.71
5.89,2.12,0.183,74.0,6.9,2.9,40.0,5.89
6.18,2.15,0.154,75.4,7.0,2.8,42.0,6.18
6.22,1.96,0.156,71.0,7.1,3.2,43.0,6.22
5.96,2.46,0.148,76.8,7.6,2.9,40.0,5.96
6.23,2.21,0.189,73.7,9.7,2.9,40.0,6.23
6.16,2.335,0.227,71.75,8.45,3.0,44.0,6.16
6.09,1.98,0.265,69.8,7.2,3.1,48.0,6.09
6.2,1.94,0.22,75.4,7.3,3.1,44.0,6.2
6.01,1.93,0.274,71.6,9.9,3.0,42.0,6.01
6.23,1.96,0.203,74.0,9.2,3.0,43.0,6.23
6.11,1.9449999999999998,0.174,74.6,8.6,3.0,35.0,6.11
6.1,1.9525,0.17049999999999998,72.5,8.75,3.0,37.5,6.1
6.09,1.94875,0.167,70.4,8.9,3.0,40.0,6.09
6.135,1.950625,0.162,73.4,9.95,3.6,39.5,6.135
6.18,2.02,0.157,76.4,11.0,4.2,39.0,6.18
5.98,1.81,0.153,75.8,10.6,3.2,40.0,5.98
6.24,1.915,0.134,72.2,9.4,3.5,36.0,6.24
6.19,1.94,0.147,71.4,8.9,3.4,32.0,6.19
5.73,1.89,0.164,70.2,8.1,3.3,32.0,5.73
6.1,1.915,0.234,73.4,7.3,3.2,35.0,6.1
5.84,1.9024999999999999,0.2265,74.7,7.4,3.2,38.5,5.84
5.58,1.90875,0.219,76.0,7.5,3.2,42.0,5.58
5.94,1.91,0.176,75.0,7.0,3.2,40.0,5.94
6.05,1.9093749999999998,0.198,73.4,6.8,3.1,42.0,6.05
5.965,1.9096875,0.1865,72.7,7.199999999999999,3.0,40.5,5.965
5.88,1.74,0.175,72.0,7.6,2.9,39.0,5.88
6.13,1.99,0.137,78.2,7.4,3.0,39.0,6.13
6.085,1.9100000000000001,0.14250000000000002,77.80000000000001,7.5,3.05,37.5,6.085
6.04,1.83,0.148,77.4,7.6,3.1,36.0,6.04
6.32,1.94,0.194,81.0,6.8,3.3,37.0,6.32
5.96,1.93,0.211,81.1,7.8,5.2,39.0,5.96
5.83,1.55,0.239,76.7,7.2,3.1,37.0,5.83
5.9,1.74,0.217,75.2,6.9,3.2,40.0,5.9
5.84,1.645,0.137,69.8,6.1,3.1,43.0,5.84
5.9399999999999995,1.6925,0.1765,73.3,6.65,3.2,43.0,5.9399999999999995
6.04,1.81,0.216,76.8,7.2,3.3,43.0,6.04
6.15,1.92,0.157,77.4,7.2,3.0,41.0,6.15
6.17,1.865,0.26,73.6,5.9,3.1,47.0,6.17
6.29,1.84,0.274,70.8,6.4,3.2,49.0,6.29
5.92,1.91,0.249,68.4,6.8,3.0,47.0,5.92
5.74,1.875,0.283,72.6,7.6,3.5,48.0,5.74
5.955,1.8925,0.2835,75.3,7.15,3.25,45.0,5.955
6.17,1.88375,0.284,78.0,6.7,3.0,42.0,6.17
5.97,1.96,0.252,71.0,7.4,3.1,41.0,5.97
5.68,2.04,0.267,75.6,7.1,3.0,44.0,5.68
6.22,1.97,0.195,76.0,7.1,3.0,44.0,6.22
5.95,1.9,0.186,78.0,11.4,3.0,40.0,5.95
6.14,1.9,0.209,78.2,10.8,3.0,38.0,6.14
6.025,1.87,0.185,77.0,9.600000000000001,3.0,42.5,6.025
5.91,1.84,0.161,75.8,8.4,3.0,47.0,5.91
5.73,1.73,0.22,73.0,6.8,2.5,44.0,5.73
5.79,1.71,0.21,76.9,7.2,2.5,45.0,5.79
6.07,1.68,0.181,78.2,6.9,2.6,46.0,6.07
5.99,1.63,0.21,77.2,7.0,2.7,49.0,5.99
6.01,1.58,0.218,79.4,7.4,2.7,41.0,6.01
6.074999999999999,1.58,0.2545,77.05000000000001,7.300000000000001,2.8,44.5,6.074999999999999
6.14,1.58,0.291,74.7,7.2,2.9,48.0,6.14
5.85,1.58,0.246,78.4,11.6,3.1,50.0,5.85
6.02,1.7349999999999999,0.228,74.2,10.7,2.8,41.0,6.02
6.01,1.68,0.18,75.8,9.8,2.9,43.0,6.01
5.5,1.79,0.202,71.4,9.1,2.5,48.0,5.5
6.03,1.8912499999999999,0.132,68.8,9.9,2.9,48.0,6.03
6.01,1.9275,0.1195,67.1,9.25,2.95,47.5,6.01
5.99,1.855,0.107,65.4,8.6,3.0,47.0,5.99
5.67,2.0,0.178,59.2,9.0,3.0,51.0,5.67
5.96,1.71,0.115,68.0,9.6,2.9,54.0,5.96
5.82,1.98,0.156,63.2,7.4,2.9,55.0,5.82
5.99,2.25,0.166,62.5,7.0,3.3,45.0,5.99
5.81,1.93,0.218,63.5,8.0,3.0,44.0,5.81
5.869999999999999,1.92,0.1635,62.85,8.2,2.95,45.5,5.869999999999999
5.93,1.91,0.109,62.2,8.4,2.9,47.0,5.93
5.92,1.88,0.189,62.4,7.7,3.1,56.0,5.92
5.95,1.96,0.137,61.1,7.6,3.3,43.0,5.95
5.88,2.07,0.189,62.6,7.4,3.3,42.0,5.88
5.93,2.0149999999999997,0.196,61.8,6.8,3.4,40.0,5.93
6.01,2.0424999999999995,0.199,65.4,6.2,3.5,39.0,6.01
6.085,2.0287499999999996,0.225,63.400000000000006,5.65,3.75,39.5,6.085
6.16,1.75,0.251,61.4,5.1,4.0,40.0,6.16
6.11,1.95,0.098,60.7,5.5,4.1,43.0,6.11
6.04,1.85,0.134,61.0,5.9,4.1,46.0,6.04
6.1,1.9,0.094,60.8,5.7,3.7,39.0,6.1
6.1,1.875,0.11,54.8,6.4,3.0,48.0,6.1
5.76,1.8875,0.088,57.8,6.1,3.9,49.0,5.76
5.885,1.88125,0.086,61.5,5.949999999999999,3.75,48.0,5.885
6.01,1.884375,0.084,65.2,5.8,3.6,47.0,6.01
5.88,2.25,0.087,59.4,7.2,3.8,41.0,5.88
6.15,2.31,0.115,73.4,6.9,12.9,43.0,6.15
6.43,2.34,0.177,58.4,8.7,5.6,41.0,6.43
6.35,2.17,0.158,57.4,6.9,6.5,42.0,6.35
6.14,2.19,0.126,59.0,7.0,7.5,42.0,6.14
6.14,2.09,0.14100000000000001,61.3,6.9,10.45,44.0,6.14
6.14,1.99,0.156,63.6,6.8,13.4,46.0,6.14
6.26,2.41,0.209,58.8,8.2,10.3,22.0,6.26
6.28,1.94,0.106,56.0,7.4,9.9,35.0,6.28
6.41,2.175,0.092,56.5,5.7,10.5,33.0,6.41
6.3,2.0575,0.098,57.0,5.9,10.1,31.0,6.3
6.19,2.11625,0.123,60.8,5.4,10.3,32.0,6.19
6.210000000000001,2.086875,0.1315,57.95,5.45,10.2,33.5,6.210000000000001
6.23,2.1015625,0.14,55.1,5.5,8.6,35.0,6.23
6.29,2.09421875,0.108,56.0,5.4,9.9,34.0,6.29
5.99,2.097890625,0.117,53.5,5.9,7.6,11.0,5.99
6.09,2.0960546874999997,0.124,54.8,6.1,7.8,20.0,6.09
6.2,1.73,0.119,53.4,6.3,8.1,21.0,6.2
5.85,1.9130273437499998,0.126,57.8,6.8,8.9,36.0,5.85
5.945,1.821513671875,0.118,57.3,6.199999999999999,8.95,30.0,5.945
6.04,1.8672705078125,0.11,56.8,5.6,9.0,24.0,6.04
5.97,1.78,0.182,55.4,5.9,11.5,20.0,5.97
6.04,2.0,0.154,33.6,6.0,11.8,31.0,6.04
6.04,2.0,0.154,38.75,3.85,12.5,31.0,6.04
6.28,1.85,0.044,43.9,1.7,13.2,30.0,6.28
6.61,1.59,0.5,50.0,5.7,13.3,34.0,6.61
6.43,1.645,0.2845,46.95,3.7,13.25,35.0,6.43
6.25,1.7,0.069,48.475,4.7,13.275,36.0,6.25
6.35,1.84,0.091,51.8,6.0,11.4,33.0,6.35
7.09,1.79,0.131,50.2,6.7,11.6,32.0,7.09
6.03,1.62,0.119,51.0,6.1,11.0,32.0,6.03
6.39,1.81,0.099,50.6,5.6,11.4,38.0,6.39
6.17,1.8,0.112,52.8,5.7,11.5,37.0,6.17
6.095,1.0705,0.0965,51.45,5.95,12.7,35.5,6.095
6.02,0.341,0.081,50.1,6.2,13.9,34.0,6.02
6.3,1.92,0.063,51.6,6.6,13.7,32.0,6.3
6.31,1.84,0.076,54.4,6.2,13.5,31.0,6.31
6.24,1.89,0.077,54.4,6.4,14.5,28.0,6.24
5.87,2.41,0.061,51.6,6.7,13.3,30.0,5.87
6.24,2.55,0.072,53.6,6.1,13.5,36.0,6.24
6.220000000000001,2.3,0.0775,54.0,5.9,13.45,33.0,6.220000000000001
6.2,2.47,0.083,54.4,5.7,13.4,30.0,6.2
6.31,2.36,0.073,53.6,6.5,13.5,29.0,6.31
6.38,2.15,0.077,56.4,6.0,15.3,33.0,6.38
5.89,2.16,0.109,54.6,5.8,14.0,36.0,5.89
6.29,2.38,0.089,55.1,6.2,14.2,34.0,6.29
6.16,2.56,0.081,56.2,6.1,14.3,32.0,6.16
6.1,2.77,0.077,56.8,6.0,15.9,34.0,6.1
6.04,2.98,0.073,57.4,5.9,17.5,36.0,6.04
6.12,2.63,0.082,53.6,6.4,17.6,32.0,6.12
6.14,2.68,0.081,56.1,6.6,17.8,31.0,6.14
6.15,2.3,0.073,54.1,6.8,18.5,32.0,6.15
6.08,1.55,0.114,53.8,6.0,19.4,29.0,6.08
6.01,1.77,0.147,55.0,5.4,19.9,43.0,6.01
6.04,1.955,0.121,53.0,5.65,18.95,38.0,6.04
6.07,2.14,0.095,51.0,5.9,18.0,33.0,6.07
6.47,2.14,0.081,55.6,7.3,18.2,32.0,6.47
6.39,2.05,0.097,56.4,6.9,18.3,31.0,6.39
6.31,2.18,0.147,58.8,6.8,18.4,33.0,6.31
6.23,2.22,0.163,54.2,6.7,19.5,36.0,6.23
6.16,2.19,0.12,49.6,6.4,19.9,35.0,6.16
6.365,2.16,0.098,51.400000000000006,6.45,19.75,30.5,6.365
6.57,2.13,0.076,53.2,6.5,19.6,26.0,6.57
6.45,2.11,0.076,53.8,5.0,20.1,30.0,6.45
6.01,2.1,0.08,53.4,6.1,21.6,37.0,6.01
6.16,2.12,0.12,53.0,5.8,19.6,31.0,6.16
6.29,2.08,0.08,52.5,6.0,20.3,35.0,6.29
6.3,2.07,0.09,53.6,5.8,20.4,33.0,6.3
6.21,2.07,0.08549999999999999,53.5,5.949999999999999,20.35,32.0,6.21
6.12,2.07,0.081,53.4,6.1,20.3,31.0,6.12
6.38,2.07,0.088,54.7,6.0,20.3,29.0,6.38
6.34,2.12,0.121,51.0,5.9,21.4,28.0,6.34
6.35,2.02,0.085,53.4,6.2,20.7,26.0,6.35
6.28,1.99,0.078,54.8,5.9,20.8,23.0,6.28
6.29,1.98,0.126,56.0,6.0,20.8,20.0,6.29
6.37,1.905,0.1135,55.3,6.05,20.75,22.0,6.37
6.45,1.83,0.101,54.6,6.1,20.7,24.0,6.45
6.55,1.76,0.073,55.0,5.8,20.6,24.0,6.55
6.41,1.95,0.087,56.2,6.0,20.7,21.0,6.41
6.39,2.1,0.074,58.4,6.4,20.8,32.0,6.39
6.34,2.11,0.026,54.0,6.6,21.5,27.0,6.34
6.24,2.27,0.078,56.2,5.9,21.6,26.0,6.24
6.305,2.12,0.076,56.5,6.15,21.4,26.0,6.305
6.37,1.97,0.074,56.8,6.4,21.2,26.0,6.37
6.43,1.8,0.079,55.1,6.2,21.3,23.0,6.43
6.43,1.79,0.068,56.8,6.1,21.1,24.0,6.43
6.61,1.76,0.075,54.6,6.4,20.8,27.0,6.61
6.4,1.76,0.063,56.5,6.2,20.9,25.0,6.4
6.69,1.71,0.18,80.4,5.8,20.1,19.0,6.69
6.505000000000001,1.685,0.2425,79.30000000000001,6.0,19.75,18.5,6.505000000000001
6.32,1.66,0.305,78.2,6.2,19.4,18.0,6.32
6.65,1.6,0.302,73.6,6.1,18.7,27.0,6.65
6.67,1.85,0.334,71.4,8.9,18.4,22.0,6.67
6.23,1.83,0.315,72.4,8.7,18.3,23.0,6.23
6.4,1.81,0.253,65.2,7.2,18.3,27.0,6.4
6.315,1.82,0.28400000000000003,68.80000000000001,7.949999999999999,18.3,25.0,6.315
6.67,1.745,0.284,46.1,8.15,18.75,19.5,6.67
6.81,1.73,0.224,8.3,8.4,19.0,21.0,6.81
6.53,1.76,0.344,83.9,7.9,18.5,18.0,6.53
6.32,1.71,0.217,83.4,8.2,18.6,16.0,6.32
6.39,1.69,0.163,87.6,7.8,18.6,26.0,6.39
6.25,1.78,0.184,80.0,6.8,18.6,20.0,6.25
5.97,1.85,0.196,87.0,6.5,18.4,22.0,5.97
6.109999999999999,1.815,0.19,83.5,6.65,18.5,21.0,6.109999999999999
6.24,1.88,0.156,79.8,7.7,18.3,24.0,6.24
6.32,1.88,0.113,82.8,7.0,17.6,20.0,6.32
6.44,2.0,0.166,57.6,6.8,16.9,36.0,6.44
6.7,2.08,0.1,54.3,6.6,17.4,34.0,6.7
6.57,2.04,0.133,55.95,6.699999999999999,17.15,35.0,6.57
6.73,1.87,0.179,65.9,6.4,15.4,33.0,6.73
6.65,1.97,0.156,60.925000000000004,6.55,16.275,34.0,6.65
6.41,1.98,0.123,65.0,7.0,15.2,39.0,6.41
6.75,2.07,0.066,55.2,6.8,16.0,32.0,6.75
6.74,1.97,0.068,56.7,6.7,16.5,28.0,6.74
6.93,2.04,0.066,57.2,6.9,16.4,33.0,6.93
6.8,2.13,0.087,54.8,7.4,16.5,34.0,6.8
6.34,2.08,0.069,59.8,6.7,16.4,31.0,6.34
6.57,2.105,0.078,57.3,7.2,16.75,32.5,6.57
6.74,1.9,0.175,56.5,7.7,17.1,28.0,6.74
6.56,1.91,0.107,58.0,7.4,16.5,30.0,6.56
